route_distance_km,traffic_index,weather,vehicle_age_years,package_weight_kg,priority,warehouse_delay_hr,stop_count,weekend,delivery_time_hr
36.4,43.06767989896243,Clear,1,2.02,Standard,1.017972956387499,10,0,6.51
33.6,55.50541793286383,Storm,2,3.43,Standard,1.1287175383060806,8,0,10.15
50.0,56.87610290431134,Clear,2,3.72,Standard,1.1088678755191899,12,1,8.92
55.4,33.636137867306715,Clear,4,5.38,Express,0.6754096544340585,13,0,6.94
48.8,49.628687105370815,Clear,8,3.13,Standard,0.0,12,0,5.89
27.0,48.90368216622525,Clear,1,3.62,Express,0.15766880762556756,9,0,3.55
10.4,51.90140307324748,Clear,3,2.43,Standard,1.7941897596872236,5,0,4.05
23.6,68.05951071468374,Clear,7,7.68,Express,0.9309482565836199,4,1,5.87
26.5,57.460093680931884,Clear,2,3.9,Standard,0.5742345166250603,5,0,5.77
57.4,77.10287225293595,Rain,1,3.35,Express,1.5827179838617824,13,0,8.92
17.3,54.79011359400132,Rain,3,2.16,Standard,0.008918357341736183,8,0,5.75
12.3,86.96957104684115,Rain,7,5.82,Express,0.6422563064008947,3,0,5.65
20.6,46.706049752830246,Clear,2,0.88,Standard,0.8964308836218261,6,0,4.16
17.8,41.14787713902776,Clear,1,3.44,Standard,0.4910357476937596,5,0,4.13
11.7,64.85144814598553,Clear,7,1.94,Express,0.8705339760311191,4,0,4.07
24.8,79.55347487437032,Clear,4,5.05,Standard,0.6686142480047644,7,0,6.19
27.1,30.181540517465926,Clear,8,3.74,Express,0.0,10,0,4.31
11.3,51.45416833214233,Clear,6,3.39,Standard,0.9270345173153391,5,0,4.14
22.0,44.005924988454325,Clear,6,1.46,Standard,0.0,5,1,4.07
17.2,57.57131823385744,Clear,2,2.9,Express,0.9159305875677056,10,0,6.12
8.8,55.18032262298929,Clear,2,3.84,Standard,1.7618950769050765,4,1,6.54
27.5,79.21686245729897,Rain,7,5.38,Standard,0.6032837619067619,7,0,6.25
28.9,53.0487137282539,Rain,1,4.16,Express,0.0,10,0,3.35
17.2,79.74611378146412,Storm,6,5.05,Express,0.7111085307565137,5,0,6.99
43.8,49.32819395166366,Rain,2,1.08,Express,0.21762022434502815,13,0,6.65
26.2,71.6766737518939,Clear,3,3.34,Standard,1.2161563018420287,6,0,5.67
17.6,59.115934506460945,Rain,2,5.52,Standard,0.6964078767340025,8,1,7.56
10.9,86.137937176302,Rain,6,0.54,Standard,1.9968342761652014,4,0,6.7
29.7,28.413732469340292,Clear,5,2.6,Standard,1.6140927169741368,10,0,6.25
33.5,34.050561080323156,Clear,8,3.87,Express,0.6928436468630181,12,0,6.14
20.0,87.96920112385095,Storm,6,5.98,Standard,1.3009263475811634,4,1,8.87
28.0,41.80122831724563,Clear,3,3.24,Standard,0.5247345135860082,10,1,5.68
55.4,42.94353955463449,Rain,1,3.0,Standard,0.8237698196156178,11,0,8.54
40.4,39.23697546100262,Clear,3,3.65,Standard,0.5469960625547814,9,0,5.98
7.4,75.67202721760702,Clear,5,3.89,Express,1.3365191718947962,2,0,5.53
17.5,32.437762961947755,Clear,5,1.65,Standard,1.8030917936967046,6,1,6.34
24.2,55.404107420997896,Clear,2,2.16,Standard,1.3590537450338003,7,1,6.6
27.0,50.21880720795032,Rain,2,0.77,Express,1.4453556208997491,7,1,5.99
28.3,73.65728050307982,Storm,6,1.94,Standard,1.4461234060650106,8,0,9.52
32.5,44.85371207803039,Clear,4,1.39,Standard,1.185879145634297,9,0,5.74
24.6,62.474906424038934,Clear,8,1.64,Standard,0.0024996885528125734,8,1,5.64
26.2,33.91810887920914,Rain,3,10.2,Standard,1.9906800635915498,9,0,7.96
41.4,95.93093869618961,Clear,6,5.77,Standard,2.063087578688897,13,1,10.98
30.0,50.68733815623324,Clear,4,1.41,Express,0.6362842776806421,8,0,4.6
13.7,55.15774272793661,Clear,6,1.17,Standard,0.5405114593486727,4,0,5.49
27.4,84.78557845930976,Rain,8,2.02,Standard,1.2286881570407626,8,0,9.47
24.2,44.43989006250623,Rain,8,1.14,Express,1.1855689846284534,5,1,6.38
8.7,85.0128821728951,Clear,5,3.59,Express,0.6586377518728869,3,0,3.77
28.2,47.59351886551671,Clear,2,3.55,Standard,0.0,9,0,4.13
14.6,67.09056730878267,Storm,2,1.62,Standard,1.013990833524844,5,0,7.5
41.7,44.69173047713262,Rain,8,4.65,Standard,1.1860055767228816,9,0,8.45
32.2,30.59134398739478,Clear,6,4.66,Standard,1.3080748036271581,6,0,6.62
13.3,62.46269830973108,Clear,8,1.88,Standard,1.0445049406479452,5,0,6.33
40.8,66.5182612177036,Rain,2,1.58,Standard,0.6102193961466635,12,0,6.77
50.4,31.314056638127703,Clear,1,2.28,Standard,1.4958014276543947,14,1,7.36
22.7,49.472950259643184,Clear,6,4.3,Standard,0.8460939482961429,7,1,5.95
24.2,76.61366130766433,Clear,5,9.67,Standard,0.47455388994469566,10,0,7.69
38.8,65.80214111433898,Clear,7,4.23,Standard,0.6735426325679954,10,1,7.98
48.5,47.886129967887086,Clear,6,1.33,Standard,0.0,11,0,5.45
10.0,44.2445373705798,Clear,6,3.71,Standard,0.6724307230750228,1,1,4.9
14.1,90.06839785242597,Rain,2,3.25,Standard,1.281905563912268,4,1,5.95
20.8,28.955222743548553,Clear,5,3.12,Standard,1.037848115497461,7,0,4.43
22.0,53.934425660645154,Clear,6,1.16,Standard,1.8644649210868303,9,0,6.28
38.2,28.635456273509003,Clear,2,3.71,Standard,0.6159175601890071,8,0,5.16
48.7,78.66666360719707,Storm,8,2.96,Standard,1.1411192141373212,12,1,11.77
50.5,54.87177498024994,Rain,3,1.29,Express,1.3549181234140404,14,0,8.04
9.9,58.20713352584983,Clear,5,8.18,Express,2.4399999058011854,4,0,7.36
16.7,100.0,Rain,4,1.19,Standard,0.9013358437823483,2,0,5.66
12.9,44.31749183674492,Clear,1,4.02,Express,0.0690689747951837,5,1,3.04
18.8,86.4743664530536,Storm,4,2.72,Standard,1.3935501273486972,7,1,9.79
16.6,47.96682554065261,Clear,7,2.37,Standard,2.10600914917792,4,0,5.83
32.2,50.79677576347183,Rain,8,6.43,Express,0.574215902841365,8,1,8.19
34.2,100.0,Clear,5,5.33,Standard,1.388757077024491,7,1,8.72
26.0,52.10037320928988,Clear,6,2.73,Standard,1.660109638660244,3,1,4.64
24.8,30.261314722685537,Storm,2,1.69,Standard,1.5119458807791073,9,0,8.6
21.3,60.07453818627362,Clear,7,2.19,Standard,0.8878909657315046,6,0,6.05
22.6,51.89073714699393,Clear,5,2.48,Standard,0.3110683692507978,9,0,5.68
55.1,61.607725151209486,Clear,1,5.39,Standard,0.74310431639049,14,0,6.73
36.7,52.59523972010015,Rain,5,3.83,Standard,1.1210203177143416,9,0,7.21
21.7,94.87980309168576,Clear,7,5.5,Standard,1.4357557668642102,6,0,6.72
24.5,65.02124509904684,Clear,2,1.13,Standard,1.0337615335993275,8,0,4.79
32.5,35.65063670093528,Storm,4,5.79,Express,0.5340644234215961,10,0,8.68
13.3,57.24184243642938,Clear,3,7.01,Express,1.1887657593048382,5,0,4.69
27.9,40.6066631649933,Clear,4,1.77,Standard,1.4020595474199742,9,0,5.91
35.7,50.54115083494683,Storm,2,4.97,Standard,1.0657270394901364,9,1,9.74
33.4,38.61206720979719,Clear,7,6.66,Express,0.21466901982317266,7,1,5.92
16.8,92.92813341770841,Clear,2,2.03,Standard,0.6730157756979671,5,0,2.44
18.5,42.55507692679201,Clear,8,1.38,Standard,1.4634745434887266,6,1,5.42
8.2,67.37615833589446,Rain,1,3.49,Standard,0.0,2,0,3.0
37.6,49.17737040622071,Clear,5,0.75,Express,0.0,8,1,4.9
67.1,34.14856289368978,Storm,8,5.74,Standard,1.8556579951008145,16,0,12.29
15.6,58.557687452191125,Rain,5,1.61,Standard,1.1579906785153158,5,0,5.82
44.3,62.21245306754272,Clear,4,2.55,Standard,1.2247110017640745,11,0,5.87
64.0,65.05527758958125,Rain,7,4.66,Standard,0.046228118461060785,14,0,9.03
20.2,10.0,Clear,3,4.28,Standard,1.3162696444265767,8,0,5.96
24.5,32.772777153956355,Clear,3,4.57,Standard,0.992674081297855,9,0,6.68
29.5,72.23598494239393,Rain,1,1.77,Standard,0.0,6,0,6.03
32.9,38.375074673041745,Storm,2,3.69,Standard,1.7969983899917001,8,1,8.33
30.4,58.652992905582,Clear,1,5.15,Standard,0.9110783265331103,9,0,7.22
21.0,32.355555485881865,Clear,5,1.99,Express,0.5227412237445119,7,0,4.05
35.4,68.16881983885192,Clear,6,8.55,Express,0.5354071778103477,9,0,6.37
21.3,71.76285272792033,Clear,6,2.62,Standard,0.0,5,1,3.55
31.4,68.1743783111026,Clear,6,0.71,Standard,1.2153356197419545,7,0,6.88
25.5,73.58602262236475,Clear,2,2.61,Standard,0.9833000450720077,6,0,5.17
9.3,83.15020260819159,Rain,1,6.6,Standard,0.6641439073668336,4,0,6.13
47.6,33.86666563103846,Clear,8,1.54,Standard,1.6949396452161705,14,0,8.12
18.8,40.80390523927547,Clear,7,1.46,Standard,0.0,5,0,4.9
50.0,71.1557842654683,Rain,4,3.88,Standard,0.3822592665426694,10,0,7.99
43.4,75.34395589307466,Rain,5,1.37,Standard,0.20499422166772996,11,0,7.35
29.1,42.861826835705344,Clear,6,1.33,Express,0.6048435141599129,9,0,5.61
33.7,41.610050824139485,Clear,7,1.68,Standard,0.8472290176800561,7,0,5.21
35.8,43.2601571812509,Clear,3,7.68,Standard,1.1010094666679484,11,0,7.95
23.4,26.10829064720897,Clear,8,4.16,Standard,0.557118582826418,6,0,4.82
23.9,32.11459872086664,Clear,1,3.13,Express,0.18585098539157452,6,1,2.84
34.9,32.54873238945724,Rain,5,1.76,Express,1.980204864839311,7,0,6.59
25.7,49.7062274714986,Clear,5,5.11,Standard,2.488148134251998,8,1,8.64
21.1,59.87505728501118,Clear,3,4.43,Standard,0.9003006703174178,6,0,6.46
17.0,62.802510969562704,Clear,8,8.02,Standard,0.27025374308539307,6,0,6.8
31.9,45.84587944103774,Clear,3,1.53,Standard,1.8328178917296059,7,1,6.6
18.4,46.288231906944176,Clear,3,1.4,Standard,0.0,5,0,2.75
39.7,57.22590691272271,Storm,6,0.72,Standard,0.5656586727066207,9,0,7.98
41.4,28.071737971310313,Clear,8,4.22,Standard,0.31271806405758884,10,0,5.36
33.6,72.2699295774956,Clear,6,3.53,Express,0.0,8,0,4.71
37.2,78.13693502225688,Clear,1,2.31,Standard,0.6039830369547614,7,1,6.19
33.7,43.73954852161528,Storm,3,0.71,Standard,0.19507954457822463,13,0,8.06
38.6,47.82814913172198,Clear,4,7.09,Standard,0.8088581249040582,8,0,5.24
37.7,77.37962004721305,Clear,5,3.41,Express,0.8190240173707248,10,1,6.1
31.0,52.78507136218181,Rain,8,6.23,Standard,0.36506779353461455,6,1,6.91
43.7,65.58841802712934,Clear,3,6.6,Express,0.5406406503842913,8,1,7.55
23.8,53.33850291158607,Clear,8,4.14,Standard,0.6384057224674027,7,0,4.85
17.3,83.01353299264494,Clear,5,4.54,Express,1.366892242783599,6,0,5.57
16.8,63.82143330852692,Clear,2,1.95,Express,0.6960994192550701,7,1,4.17
22.0,64.85780389454546,Clear,7,3.23,Standard,1.3772912185502681,7,1,7.57
8.7,65.19351769720456,Rain,2,5.59,Express,1.210069088488259,4,1,6.01
28.9,45.00795274610118,Clear,3,1.68,Standard,1.2000714878305194,6,1,6.0
36.1,46.661695535394365,Clear,5,5.35,Standard,1.7714921792421814,11,0,7.41
41.1,68.84642151207954,Clear,7,5.13,Standard,0.01642638417786324,12,0,5.6
10.3,57.27543092980512,Clear,2,5.05,Standard,0.4687718255850205,2,1,4.61
17.1,33.80300185938809,Clear,3,3.09,Express,2.0343091602096983,5,0,5.03
39.1,88.71587964324604,Storm,5,1.78,Express,0.6198784495875128,10,0,6.96
23.4,72.6052936113478,Clear,3,8.52,Standard,0.0,6,0,4.71
35.7,55.67727382921034,Rain,6,6.82,Standard,0.6579221597964803,10,1,8.67
12.9,50.07698232760063,Clear,5,3.13,Standard,0.8944576711142749,6,0,4.99
49.7,58.57616543554149,Clear,2,3.53,Standard,0.0,12,0,5.83
12.4,64.3153617848337,Clear,3,2.51,Standard,1.7337549479215637,4,0,4.86
4.5,18.405986757939147,Clear,8,0.76,Express,0.3004012752940786,5,0,1.0
28.5,93.02229477074357,Clear,2,2.83,Standard,1.029994180631261,9,0,7.6
28.9,40.782082434995445,Clear,3,4.17,Standard,0.6418129182591564,8,0,4.49
19.9,54.96569860620237,Rain,8,2.03,Express,0.0,4,1,5.03
33.0,55.62760389002463,Clear,8,2.42,Standard,0.050644305755206176,9,1,6.05
33.5,90.94330393639933,Clear,1,2.41,Standard,0.14544201450071725,10,1,7.36
31.7,53.4137708618795,Clear,8,3.26,Standard,1.5599703364285467,4,0,5.93
19.7,83.59313129836532,Clear,2,2.58,Standard,0.6967232683298937,6,0,5.23
17.8,62.32109445030005,Clear,2,1.62,Express,0.4346941384137774,5,0,1.96
20.8,37.686072480292914,Clear,4,3.25,Standard,0.14577376118683816,6,0,2.69
16.5,57.42473442585048,Clear,7,4.03,Standard,1.6373051550682884,4,0,6.34
44.7,52.86684300913158,Rain,6,3.45,Standard,1.824940890766511,11,1,8.27
21.8,35.486731271723876,Rain,2,0.71,Standard,1.6293207290946765,8,0,5.99
28.1,61.43900985050035,Clear,5,4.52,Express,1.1447061374079166,7,0,6.26
39.0,55.39784949729741,Clear,7,1.29,Express,1.002881029309498,11,1,6.97
16.1,65.01559069825373,Rain,8,3.99,Express,0.0,4,0,3.95
12.1,58.480350032769664,Clear,3,4.1,Standard,0.6279266113022598,6,1,3.9
16.5,43.28014785374673,Clear,1,0.96,Standard,0.32129785765749447,5,1,4.29
29.7,68.83001186122567,Clear,5,5.24,Standard,0.0,8,0,6.73
28.7,43.76083095543558,Clear,7,8.47,Standard,1.539930393415756,8,0,7.0
31.6,10.0,Clear,5,2.47,Standard,0.3129190375254074,9,1,4.6
24.6,57.315753063175904,Clear,5,3.99,Standard,1.637159335204715,3,0,5.66
6.2,45.02667290978819,Clear,5,2.19,Express,1.4172224805320086,1,0,3.56
24.2,61.878349079139426,Clear,7,1.28,Standard,1.1897025836433932,7,1,7.24
41.7,90.97969124691485,Rain,1,5.55,Standard,1.2290188502342287,7,0,7.6
47.1,91.49931447666503,Clear,8,4.05,Standard,0.3692802825484047,11,0,6.72
27.2,52.027787400006886,Clear,4,1.86,Standard,2.100495105903465,7,0,8.33
28.7,40.122726917571,Clear,6,1.32,Standard,0.8301878016671345,6,1,5.49
35.3,65.52429907452259,Rain,8,8.75,Standard,1.0113521795830929,8,0,8.95
46.4,48.33593934640562,Rain,2,1.08,Standard,0.34564656650335274,12,0,6.49
25.9,62.051977402244965,Clear,7,4.42,Standard,0.14818431745612815,9,0,6.04
35.1,43.10450627991662,Clear,5,3.38,Express,1.1341072061665962,8,0,6.18
19.3,59.51246348840954,Rain,8,4.89,Standard,0.9522594471571498,5,1,7.38
13.1,40.38446525871743,Rain,2,7.36,Standard,0.24745334386819595,4,1,6.92
20.3,76.31656148856639,Clear,7,0.38,Standard,0.0,2,0,3.66
51.8,44.380401566452974,Clear,2,1.43,Standard,0.0,13,0,5.98
35.4,66.89984564322944,Clear,5,2.77,Express,1.637293601963775,10,0,6.71
13.7,32.23418890266066,Rain,4,7.72,Standard,0.37072232974494995,6,0,5.93
36.3,69.06112941899244,Clear,7,2.26,Standard,0.5627640180269164,8,0,6.45
14.3,37.605086753172394,Clear,2,1.97,Express,1.8152381811313434,3,0,2.84
31.4,59.701182525541164,Rain,3,0.52,Standard,0.01449460695950977,8,0,5.79
15.8,73.41761752026376,Rain,2,1.83,Standard,0.2911036219980604,6,0,4.86
13.3,51.400307825977976,Storm,6,4.32,Standard,0.26186322000751494,5,1,6.59
56.2,36.4749956065732,Storm,5,2.79,Standard,1.9326479368162277,14,1,11.54
21.8,63.942625128446586,Clear,1,1.8,Express,2.1953684504076896,8,0,4.84
35.1,39.86233481824213,Clear,2,8.82,Standard,1.3260942577815196,8,0,6.38
26.5,47.723579214449884,Clear,4,2.46,Standard,1.3483693069079679,7,1,4.36
14.9,59.77832787092309,Rain,3,3.26,Standard,0.3937514980030883,7,1,7.22
23.0,79.49216864993869,Clear,3,1.72,Standard,2.163129940832998,6,0,7.1
14.9,55.47796036839044,Storm,1,1.27,Standard,0.9873873780510634,3,0,6.14
76.6,55.411435177212226,Clear,8,4.69,Standard,1.3971771851148178,16,1,10.56
38.3,68.27523208521133,Rain,6,0.83,Standard,0.7261325428603321,8,0,4.94
26.2,55.90669414011394,Clear,1,4.09,Standard,0.6123771888706726,8,0,4.84
34.2,66.43954359699217,Clear,6,3.72,Express,1.9641295817172821,7,0,7.22
37.1,74.41360382913305,Rain,2,1.37,Standard,1.177806575816815,10,0,8.32
37.1,49.10073129517601,Clear,5,1.59,Standard,1.8159628227492672,8,0,7.42
36.3,10.0,Rain,4,2.48,Standard,0.9787297202215312,6,1,6.71
34.9,40.27731231546161,Clear,3,1.2,Express,0.2061434245038366,9,1,5.51
27.3,76.75627619503545,Rain,1,0.67,Express,0.3916599469850585,8,0,4.74
54.0,54.392233934842224,Clear,4,2.65,Express,0.8720756697252274,14,0,7.76
28.2,48.895655123297814,Clear,6,4.84,Standard,0.36144984876967134,7,0,5.25
26.6,76.00212987765774,Rain,5,3.49,Express,0.02477701396061671,6,0,4.49
28.4,53.176151507861874,Clear,3,5.97,Standard,1.6409919222509173,8,0,6.23
29.4,17.334402296515194,Clear,3,2.27,Standard,0.41859095042354155,10,1,4.45
10.4,27.90456290184982,Clear,6,3.07,Standard,0.8967349234539244,4,0,4.53
16.4,62.535664374704304,Clear,5,1.59,Express,1.0072935129199234,6,0,3.53
24.6,53.795963051294926,Clear,3,3.16,Express,0.388292812275602,6,0,3.11
10.1,81.18381661892599,Rain,5,5.77,Express,1.8155596264161176,2,0,6.6
26.2,41.80116369152482,Clear,3,4.16,Express,0.018000767156771125,9,0,4.18
29.2,49.4289862839317,Clear,2,6.29,Standard,0.9831376845065396,9,0,7.12
12.7,39.07894468491964,Clear,6,3.62,Standard,0.9722823944636085,6,0,5.16
18.6,45.62930480175185,Clear,5,2.8,Standard,0.7620217779950965,5,0,4.1
48.0,20.94572977743477,Clear,4,7.41,Express,0.0,12,0,5.82
34.3,48.05767604709043,Storm,8,3.25,Standard,1.4095722863044249,10,0,9.43
33.4,54.066360452141765,Rain,2,8.42,Express,1.3204574692342177,11,0,6.99
45.1,52.54604483561769,Clear,7,5.31,Standard,0.3271020299861487,13,1,7.05
16.6,93.69195874719057,Clear,4,1.85,Standard,1.2952410450437533,5,0,5.19
12.8,88.00272238918566,Rain,6,2.61,Standard,1.062435380410543,3,0,7.64
42.1,41.48380952270046,Clear,3,7.37,Standard,0.0,11,0,6.19
24.9,18.20913949625327,Clear,7,5.97,Express,0.2022497598000499,7,0,4.95
16.4,53.21439364723198,Clear,4,4.8,Standard,1.5967970114227055,6,1,6.06
10.3,61.77718248707117,Clear,2,4.47,Standard,1.0165913295994353,6,0,5.6
28.5,39.51128667910896,Storm,7,1.11,Standard,0.40498793793256177,8,1,8.33
23.5,40.40243858933699,Rain,7,1.32,Standard,0.19906687617915064,10,0,6.38
21.4,83.48598944762558,Clear,5,3.51,Standard,0.43922434131920546,4,0,5.47
7.1,50.364071719384526,Clear,1,1.61,Standard,0.4888643290856069,4,1,4.72
53.6,66.92050334252329,Rain,4,2.49,Express,0.20782587715952394,12,0,7.4
11.5,38.25449743861999,Rain,1,2.37,Standard,0.0,1,0,4.68
22.5,53.97507174295372,Clear,6,4.33,Standard,1.5980093004805498,6,1,5.62
20.6,48.94590963457877,Clear,4,3.6,Standard,1.4794435708280103,4,1,6.25
34.9,42.84328170154082,Clear,4,5.69,Standard,0.0,9,0,5.88
10.4,75.79540740739047,Rain,5,3.64,Standard,0.8954179068945674,4,0,5.11
32.8,30.000213826605748,Rain,3,3.46,Standard,0.16843325809966347,10,0,6.46
28.6,60.40102285920321,Clear,2,3.0,Standard,0.6169029437414253,5,0,4.01
18.1,48.60781020117102,Rain,2,6.24,Standard,0.5586633940884405,7,0,5.51
32.2,62.46684067664574,Clear,2,3.02,Standard,0.5005160489974894,9,1,4.73
26.2,48.85162062006957,Clear,8,1.81,Express,2.2020629588534,9,0,7.39
60.1,70.60947511454091,Clear,6,4.61,Express,0.49177202072666676,13,1,7.91
23.4,38.08535323146127,Clear,7,2.78,Standard,0.2342153224531528,5,0,6.04
15.3,75.83595745015562,Clear,3,5.27,Standard,0.26619299935206653,3,0,5.17
32.9,54.481551495860415,Clear,1,6.66,Standard,1.5306438694812288,7,1,7.83
21.9,31.086954477727776,Clear,2,2.61,Standard,0.0,7,0,3.34
25.9,67.24387820625083,Clear,8,6.51,Express,0.26616395849513597,9,0,4.66
12.8,51.42070461668228,Clear,1,5.35,Express,1.8127759880780738,4,0,5.01
35.1,24.258917329488206,Clear,3,2.04,Standard,0.9707903315983528,10,0,5.64
20.1,60.984425507659665,Clear,6,1.63,Standard,0.9343454035252793,4,0,3.94
29.7,73.1187228749986,Clear,3,1.54,Standard,2.292502522100591,8,0,6.13
67.8,78.07844332648236,Clear,5,1.29,Standard,0.9724435670639492,17,0,8.61
22.7,48.189666113204204,Rain,7,6.12,Express,0.3042696870482924,4,0,6.48
37.6,57.61572499586328,Rain,2,2.64,Standard,0.602546060186556,9,1,9.03
23.6,55.909654170272404,Rain,6,1.87,Standard,0.005197383678602008,8,0,5.69
18.2,81.81644736828436,Clear,5,2.13,Standard,1.6791559280109878,1,0,5.72
48.9,40.411205517280294,Clear,2,4.2,Standard,1.2021932022757007,14,0,7.51
8.8,46.63612986031825,Rain,3,7.81,Standard,1.5870899049796223,4,1,6.29
42.5,39.97503442990349,Clear,3,2.06,Standard,1.6490887499845595,12,1,8.84
8.3,28.915290583968034,Clear,8,4.98,Standard,0.5100524533507272,3,1,5.84
40.3,59.460169258937476,Clear,4,3.01,Standard,0.1386730035937772,7,0,5.01
26.1,83.82336997199658,Rain,4,4.23,Express,0.763800822084368,8,0,6.24
15.3,51.4272797467289,Clear,3,1.7,Standard,0.1890672504480233,5,0,3.31
20.9,39.12586081222358,Rain,3,4.65,Express,0.9154698127863173,6,1,5.3
36.5,58.36347464017723,Rain,1,2.5,Standard,1.5924678165842825,11,1,9.34
64.5,65.6041272179078,Clear,8,2.2,Standard,0.682302247765583,16,1,8.43
10.6,52.185463526141696,Rain,7,2.93,Express,0.9049965629354174,7,0,5.25
15.8,80.26363597517519,Clear,1,4.39,Standard,0.7343080686436435,5,0,5.61
12.2,40.3774859028246,Rain,7,2.69,Express,1.3619093007063885,3,0,4.61
23.5,49.834546542777474,Clear,5,2.21,Standard,0.33255232399819706,6,1,5.76
40.8,60.327782287173314,Rain,4,2.75,Standard,0.0,11,0,7.03
11.4,62.07334754712089,Clear,4,2.71,Standard,1.1296082015627666,6,1,6.36
25.8,55.8501056613669,Storm,8,4.17,Express,1.4914840949155956,5,0,6.61
40.2,31.988441397571332,Clear,3,2.31,Express,1.112461971330975,10,0,5.14
20.7,97.08420527571394,Clear,3,2.27,Standard,0.3518386531723903,9,0,5.46
28.7,50.7525415291702,Rain,5,1.71,Standard,0.00549153126975177,7,0,3.49
47.1,56.98481533452382,Rain,6,4.34,Standard,1.146148272246225,13,0,8.22
14.3,66.10169967711364,Clear,6,3.29,Express,0.8990352670542716,6,0,3.71
9.3,43.54290347230847,Clear,8,6.21,Standard,0.7119451606391692,5,0,5.63
30.5,56.02467557567397,Clear,6,5.72,Express,2.0757243400956535,7,0,6.23
31.0,42.8105757222407,Storm,4,3.51,Standard,0.1372399340730679,7,1,7.04
19.9,62.47991334653616,Rain,1,2.81,Standard,2.042525914789226,6,1,8.13
17.9,50.03159232599975,Rain,6,3.02,Standard,0.822248733409448,3,0,4.33
26.4,59.83693349148403,Clear,2,1.96,Express,0.0,7,0,1.98
14.1,36.16232776325917,Clear,8,1.73,Standard,0.6745581419766015,5,0,3.93
14.1,40.0795041878883,Clear,5,1.56,Express,1.4716472536196088,7,1,3.55
36.4,30.427467816577565,Rain,6,2.66,Standard,0.5444614770365206,10,0,5.65
13.6,42.21045857212826,Clear,2,0.42,Standard,0.0,6,0,3.44
9.6,10.0,Rain,6,7.63,Standard,0.684839827742681,6,1,6.57
17.9,49.47219629761912,Clear,1,1.44,Express,0.19997933827580605,4,0,3.14
20.2,45.383675104667326,Clear,1,8.92,Express,1.1442700807615738,6,1,6.46
32.8,57.71639734525125,Clear,6,1.45,Standard,1.341379871247328,12,0,7.85
18.8,55.80293903981721,Clear,8,3.03,Standard,0.06061071457632572,6,0,2.96
51.1,77.62743583265927,Clear,8,3.87,Standard,0.30593716141904537,14,0,8.42
27.1,100.0,Clear,2,3.21,Standard,1.3296497255748565,9,1,7.09
16.6,75.47570223671143,Clear,5,2.06,Express,0.19880900519072864,3,1,3.19
32.1,46.84406339124842,Rain,2,1.99,Standard,0.04248930492040359,9,0,6.12
50.6,46.11896650522198,Clear,5,5.01,Standard,0.0,12,0,5.61
35.9,70.63593476240287,Clear,6,6.33,Standard,1.0464270290706843,10,0,6.35
11.0,24.699795497689017,Clear,5,0.78,Standard,1.016410403662225,3,1,4.49
21.1,49.32634732905738,Clear,3,3.55,Standard,0.3211677787346709,5,0,4.76
29.5,50.713247169210554,Rain,4,4.42,Standard,0.8035597772897639,7,1,7.35
35.2,65.51436672673861,Clear,7,3.39,Standard,1.8689926689085914,9,0,7.12
23.5,66.04959423053404,Rain,4,1.08,Standard,0.11815789015724487,8,0,6.08
21.9,41.597910272925475,Clear,1,4.2,Express,0.0,9,0,4.03
59.9,47.54129208930669,Clear,3,5.8,Standard,1.1185529030042594,16,0,9.09
36.2,63.01187658698872,Clear,4,1.69,Standard,0.7227191852688881,11,1,5.96
32.1,40.619428193462234,Clear,6,2.04,Express,0.30298243922942913,7,0,3.82
19.2,76.7101318259371,Clear,5,3.43,Express,1.2564561661484355,5,0,5.59
14.0,65.96515420192434,Rain,5,2.86,Express,1.387457601268153,5,0,6.41
32.4,58.08717186750718,Clear,2,2.05,Express,0.0,8,0,3.72
38.2,62.03693076905655,Clear,2,1.27,Standard,0.34318146346795825,11,1,6.13
25.9,46.5959688950656,Clear,8,2.17,Standard,2.4222613618377986,8,0,7.1
36.2,43.726754400622866,Clear,5,0.58,Standard,1.2083834410587335,10,1,6.95
36.7,47.355000109503024,Clear,8,4.47,Standard,1.2732725468080048,11,1,7.52
39.5,63.99940046067729,Clear,6,1.83,Express,1.621025995042035,9,1,4.81
10.9,58.618269652755764,Clear,5,4.93,Standard,0.8119481776398083,6,1,6.42
21.4,47.39113972553122,Clear,2,2.58,Standard,1.357678912064134,5,0,6.51
33.4,68.49247137953779,Rain,4,3.3,Express,1.3026434306860417,7,1,6.72
26.6,51.868964397949235,Rain,8,0.89,Standard,1.1773290477269311,8,0,5.98
36.8,42.52040657939497,Clear,8,4.68,Express,0.5745916205678169,11,0,5.71
32.1,59.57814716737337,Clear,1,12.27,Standard,0.9204412456563812,9,1,8.04
7.4,36.765468790788915,Storm,2,2.32,Standard,0.38814690498525534,4,0,6.01
44.2,24.62997250115738,Clear,6,3.26,Express,0.8089700131965465,11,1,6.26
20.0,54.90811763982525,Clear,8,3.53,Standard,0.0,6,1,4.54
16.1,43.16655171320409,Clear,4,1.15,Express,0.24656320610893334,4,1,2.08
43.5,50.42522165194271,Clear,4,1.39,Standard,0.6023815706525494,9,0,6.75
35.3,37.5988074733999,Clear,4,4.25,Standard,0.13940619799894682,9,0,5.92
46.6,76.76077851464626,Storm,3,1.69,Express,0.44648791047837655,11,0,8.9
29.7,43.09313060929351,Rain,3,2.57,Standard,0.6852518162711388,8,1,5.98
